code	country	areacode	state	GMT	DST	DST_RANGE	GEOGRAPHIC DESCRIPTION	TZ_CODE	PHP_TZ
52	MEX	758		-6	Y	FSA-LSO	Mesas, Lasuu	CST	America/Mexico_City
52	MEX	759		-6	Y	FSA-LSO	Alberto, Elgi	CST	America/Mexico_City
52	MEX	761		-6	Y	FSA-LSO	Bellavista Del Riokke	CST	America/Mexico_City
52	MEX	762		-6	Y	FSA-LSO	Acamixtla	CST	America/Mexico_City
52	MEX	763		-6	Y	FSA-LSO	Chapantongoqbn	CST	America/Mexico_City
52	MEX	764		-6	Y	FSA-LSO	Nuevo Necaxaaze	CST	America/Mexico_City
52	MEX	765		-6	Y	FSA-LSO	Alamosc	CST	America/Mexico_City
52	MEX	766		-6	Y	FSA-LSO	Gutierrez Zamora	CST	America/Mexico_City
52	MEX	767		-6	Y	FSA-LSO	Amuco De La Reformangv	CST	America/Mexico_City
52	MEX	768		-6	Y	FSA-LSO	Amatlanctj	CST	America/Mexico_City
52	MEX	769		-6	Y	FSA-LSO	Axochiapan	CST	America/Mexico_City
52	MEX	771		-6	Y	FSA-LSO	Pachuca, Hgo.p	CST	America/Mexico_City
52	MEX	772		-6	Y	FSA-LSO	Actopan	CST	America/Mexico_City
52	MEX	773		-6	Y	FSA-LSO	Tepeji del Rio, Hgo.	CST	America/Mexico_City
52	MEX	774		-6	Y	FSA-LSO	Agua Blanca Iturbide	CST	America/Mexico_City
52	MEX	775		-6	Y	FSA-LSO	Singuilucan, Hgo.m	CST	America/Mexico_City
52	MEX	776		-6	Y	FSA-LSO	Acaxochitlanr	CST	America/Mexico_City
52	MEX	777		-6	Y	FSA-LSO	Cuernavaca, Mor.uq	CST	America/Mexico_City
52	MEX	778		-6	Y	FSA-LSO	Ajacuba	CST	America/Mexico_City
52	MEX	779		-6	Y	FSA-LSO	Plazas, Laswu	CST	America/Mexico_City
52	MEX	781		-6	Y	FSA-LSO	Bajos Del Ejidovzi	CST	America/Mexico_City
52	MEX	782		-6	Y	FSA-LSO	Poza Rica, Ver.	CST	America/Mexico_City
52	MEX	783		-6	Y	FSA-LSO	Tuxpan, Ver.	CST	America/Mexico_City
52	MEX	784		-6	Y	FSA-LSO	Adolfo Ruiz Cortinesvha	CST	America/Mexico_City
52	MEX	785		-6	Y	FSA-LSO	Cerro Azulsc	CST	America/Mexico_City
52	MEX	786		-6	Y	FSA-LSO	Agostitlanzrp	CST	America/Mexico_City
52	MEX	789		-6	Y	FSA-LSO	Atlapexcouk	CST	America/Mexico_City
52	MEX	791		-6	Y	FSA-LSO	Cides, Losfyu	CST	America/Mexico_City
52	MEX	797		-6	Y	FSA-LSO	Ahuacatlan	CST	America/Mexico_City
52	MEX	810		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	811		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	812		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	813		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	814		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	815		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	816		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	817		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	818		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	819		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas	CST	America/Mexico_City
52	MEX	821		-6	Y	FSA-LSO	Guadalupe  Hacienda De Guadalupe, La ywx	CST	America/Mexico_City
52	MEX	823		-6	Y	FSA-LSO	Chinaen	CST	America/Mexico_City
52	MEX	824		-6	Y	FSA-LSO	Ciudad Sabinas Hidalgohp	CST	America/Mexico_City
52	MEX	825		-6	Y	FSA-LSO	Cienega De Florespqs	CST	America/Mexico_City
52	MEX	826		-6	Y	FSA-LSO	Aramberri	CST	America/Mexico_City
52	MEX	827	MON	-6	Y	FSA-LSO	SANTIAGO, EL CERCADO	CST	America/Mexico_City
52	MEX	828		-6	Y	FSA-LSO	Barranquito, Elq	CST	America/Mexico_City
52	MEX	829		-6	Y	FSA-LSO	Bustamantes	CST	America/Mexico_City
52	MEX	831		-6	Y	FSA-LSO	Ciudad Mante, Tamps.q	CST	America/Mexico_City
52	MEX	832		-6	Y	FSA-LSO	Adolfo Lopez Mateos  Chamal Nuevo 	CST	America/Mexico_City
52	MEX	833		-6	Y	FSA-LSO	Tampico, Tamps.n	CST	America/Mexico_City
52	MEX	834		-6	Y	FSA-LSO	Ciudad Victoria, Tamps.	CST	America/Mexico_City
52	MEX	835		-6	Y	FSA-LSO	Abasology	CST	America/Mexico_City
52	MEX	836		-6	Y	FSA-LSO	Aldamah	CST	America/Mexico_City
52	MEX	841		-6	Y	FSA-LSO	Burgosaue	CST	America/Mexico_City
52	MEX	842		-6	Y	FSA-LSO	Concepcion Del Oror	CST	America/Mexico_City
52	MEX	844		-6	Y	FSA-LSO	Saltillo, Coah.p	CST	America/Mexico_City
52	MEX	845		-6	Y	FSA-LSO	Ebanopf	CST	America/Mexico_City
52	MEX	846		-6	Y	FSA-LSO	Chijol 17ry	CST	America/Mexico_City
52	MEX	861		-6	Y	FSA-LSO	Sabinas, Coah.j	CST	America/Mexico_City
52	MEX	862		-6	Y	FSA-LSO	Allendeby	CST	America/Mexico_City
52	MEX	864		-6	Y	FSA-LSO	Ciudad Melchor Muzquiztzc	CST	America/Mexico_City
52	MEX	866		-6	Y	FSA-LSO	Monclova, Coah.	CST	America/Mexico_City
52	MEX	867		-6	Y	FSA-LSO	Nuevo Laredo, Tamps.ef	CST	America/Mexico_City
52	MEX	868		-6	Y	FSA-LSO	Matamoros, Tamps.yjv	CST	America/Mexico_City
52	MEX	869		-6	Y	FSA-LSO	Cuatrocienegas De Carranzaabw	CST	America/Mexico_City
52	MEX	871		-6	Y	FSA-LSO	Torreon	CST	America/Mexico_City
52	MEX	872		-6	Y	FSA-LSO	Bermejillo	CST	America/Mexico_City
52	MEX	873		-6	Y	FSA-LSO	Anahuacrvg	CST	America/Mexico_City
52	MEX	877		-6	Y	FSA-LSO	Ciudad Acuqaepb	CST	America/Mexico_City
52	MEX	878		-6	Y	FSA-LSO	Jimenez	CST	America/Mexico_City
52	MEX	891		-6	Y	FSA-LSO	Ciudad Camargo	CST	America/Mexico_City
52	MEX	892		-6	Y	FSA-LSO	Agualeguasmg	CST	America/Mexico_City
52	MEX	894		-6	Y	FSA-LSO	Anahuacsr	CST	America/Mexico_City
52	MEX	897		-6	Y	FSA-LSO	Arcabuzsmf	CST	America/Mexico_City
52	MEX	899		-6	Y	FSA-LSO	Reynosa, Tamps.	CST	America/Mexico_City
52	MEX	913		-6	Y	FSA-LSO	Cuauhtemocg	CST	America/Mexico_City
52	MEX	914		-6	Y	FSA-LSO	Ayapaqi	CST	America/Mexico_City
52	MEX	916		-6	Y	FSA-LSO	Catazajatkr	CST	America/Mexico_City
52	MEX	917		-6	Y	FSA-LSO	Chontalpa  Estacion Chontalpa s	CST	America/Mexico_City
52	MEX	918		-6	Y	FSA-LSO	Acacoyagua	CST	America/Mexico_City
52	MEX	919		-6	Y	FSA-LSO	Altamirano	CST	America/Mexico_City
52	MEX	921		-6	Y	FSA-LSO	Coatzacoalcos, Ver.wer	CST	America/Mexico_City
52	MEX	922		-6	Y	FSA-LSO	Chinameca, Ver.ewa	CST	America/Mexico_City
52	MEX	923		-6	Y	FSA-LSO	Agua Dulcen	CST	America/Mexico_City
52	MEX	924		-6	Y	FSA-LSO	24 De Febrerow	CST	America/Mexico_City
52	MEX	932		-6	Y	FSA-LSO	Ixtacomitanrid	CST	America/Mexico_City
52	MEX	933		-6	Y	FSA-LSO	Carlos Greene 1 Ra. Secciongep	CST	America/Mexico_City
52	MEX	934		-6	Y	FSA-LSO	Arena De Hidalgoe	CST	America/Mexico_City
52	MEX	936		-6	Y	FSA-LSO	Benito Juarez  San Carlos cfp	CST	America/Mexico_City
52	MEX	937		-6	Y	FSA-LSO	Cardenas	CST	America/Mexico_City
52	MEX	938		-6	Y	FSA-LSO	Ciudad del Carmen, Camp.	CST	America/Mexico_City
52	MEX	951		-6	Y	FSA-LSO	Oaxaca, Oax.p	CST	America/Mexico_City
52	MEX	953		-6	Y	FSA-LSO	Acatlan De Osoriotsb	CST	America/Mexico_City
52	MEX	954		-6	Y	FSA-LSO	Bajos De Chilad	CST	America/Mexico_City
52	MEX	958		-6	Y	FSA-LSO	Candelaria Loxichab	CST	America/Mexico_City
52	MEX	961		-6	Y	FSA-LSO	Tuxtla Gutierrez	CST	America/Mexico_City
52	MEX	962		-6	Y	FSA-LSO	Tapachula, Chis.uid	CST	America/Mexico_City
52	MEX	963		-6	Y	FSA-LSO	Chicomuselopj	CST	America/Mexico_City
52	MEX	964		-6	Y	FSA-LSO	Buenos Airesuwv	CST	America/Mexico_City
52	MEX	965		-6	Y	FSA-LSO	Cristobal Obregonhd	CST	America/Mexico_City
52	MEX	966		-6	Y	FSA-LSO	Arriagaeiy	CST	America/Mexico_City
52	MEX	967		-6	Y	FSA-LSO	Candelaria, Laq	CST	America/Mexico_City
52	MEX	968		-6	Y	FSA-LSO	Cintalapa De Figueroack	CST	America/Mexico_City
52	MEX	969		-6	Y	FSA-LSO	Campestre Flamboyanesref	CST	America/Mexico_City
52	MEX	971		-6	Y	FSA-LSO	Ixtepec, Oax.f	CST	America/Mexico_City
52	MEX	972		-6	Y	FSA-LSO	Barrio De La Soledad, El	CST	America/Mexico_City
52	MEX	981		-6	Y	FSA-LSO	Campeche, Camp.g	CST	America/Mexico_City
52	MEX	982		-6	Y	FSA-LSO	Candelaria	CST	America/Mexico_City
52	MEX	983		-6	Y	FSA-LSO	Chetumal, Q.Rooqzh	CST	America/Mexico_City
52	MEX	984		-6	Y	FSA-LSO	Akumalb	CST	America/Mexico_City
52	MEX	985		-6	Y	FSA-LSO	Chemaxj	CST	America/Mexico_City
52	MEX	986		-6	Y	FSA-LSO	Colonia Yucatane	CST	America/Mexico_City
52	MEX	987		-6	Y	FSA-LSO	Cozumelxmg	CST	America/Mexico_City
52	MEX	988		-6	Y	FSA-LSO	Acanceh	CST	America/Mexico_City
52	MEX	991		-6	Y	FSA-LSO	Bacaic	CST	America/Mexico_City
52	MEX	992		-6	Y	FSA-LSO	Benito Juarezwvz	CST	America/Mexico_City
52	MEX	993		-6	Y	FSA-LSO	Villahermosa, Tab.d	CST	America/Mexico_City
52	MEX	994		-6	Y	FSA-LSO	Cabeza De Torog	CST	America/Mexico_City
52	MEX	995		-6	Y	FSA-LSO	Camaron, El	CST	America/Mexico_City
52	MEX	996		-6	Y	FSA-LSO	Becalcu	CST	America/Mexico_City
52	MEX	997		-6	Y	FSA-LSO	Akilm	CST	America/Mexico_City
52	MEX	998		-6	Y	FSA-LSO	Cancun	CST	America/Mexico_City
52	MEX	999		-6	Y	FSA-LSO	Merida	CST	America/Mexico_City
53	CUB	*		-5	N		Cuba	EST	America/Havana
54	ARG	*		-3	N		Argentina	ART	America/Argentina/Buenos_Aires
55	BRA	*		-3	Y	TSO-LSF	Brazil	BRT	America/Sao_Paulo
56	CHL	*		-4	Y	SSO-SSM	Chile	CLT	America/Santiago
57	COL	*		-5	N		Columbia	COT	America/Bogota
58	VEN	*		-4	N		Venezuela	VET	America/Caracas
60	MYS	*		+8	N		Malaysia	MYT	Asia/Kuala_Lumpur
61	AUS	2	NS	+10	Y	FSO-FSA	New South Wales & Capitol	AEST	Australia/Sydney
61	AUS	3	VI	+10	Y	FSO-FSA	Victoria	AEST	Australia/Sydney
61	AUS	5		+10	Y	FSO-FSA	Prefix 5 nonexistant	AEST	Australia/Sydney
61	AUS	7	QL	+10	N		Queensland	AEST	Australia/Brisbane
61	AUS	36	TA	+10	Y	FSO-FSA	Tasmania	AEST	Australia/Sydney
61	AUS	80	SA	+9.5	Y	FSO-FSA	Southern Australia	ACST	Australia/Adelaide
61	AUS	81	SA	+9.5	Y	FSO-FSA	Southern Australia	ACST	Australia/Adelaide
61	AUS	82	WA	+8	N		Western Australia	AWST	Australia/Perth
61	AUS	83	SA	+9.5	Y	FSO-FSA	Southern Australia	ACST	Australia/Adelaide
61	AUS	84	WA	+8	N		Western Australia	AWST	Australia/Perth
61	AUS	85	SA	+9.5	Y	FSO-FSA	Southern Australia	ACST	Australia/Adelaide
61	AUS	86	WA	+8	N		Western Australia	AWST	Australia/Perth
61	AUS	88	SA	+9.5	Y	FSO-FSA	Southern Australia	ACST	Australia/Adelaide
61	AUS	89	WA	+8	N		Western Australia	AWST	Australia/Perth
61	AUS	889	NT	+9.5	N		Northern Territory	ACST	Australia/Darwin
61	AUS	4S	WA	+8	N		Mobile numbers Western Australia	AWST	Australia/Perth
61	AUS	4S	NT	+9.5	N		Mobile numbers Northern Territory	ACST	Australia/Darwin
61	AUS	4S	SA	+9.5	Y	FSO-FSA	Mobile numbers South Australia	ACST	Australia/Adelaide
61	AUS	4S	TA	+10	Y	FSO-FSA	Mobile numbers Tasmania	AEST	Australia/Sydney
61	AUS	4S	AC	+10	Y	FSO-FSA	Mobile numbers Capitol	AEST	Australia/Sydney
61	AUS	4S	NS	+10	Y	FSO-FSA	Mobile numbers New South Wales	AEST	Australia/Sydney
61	AUS	4S		+10	Y	FSO-FSA	Mobile numbers No State Given	AEST	Australia/Sydney
61	AUS	4S	QL	+10	N		Mobile numbers Queensland	AEST	Australia/Brisbane
61	AUS	4S	VI	+10	Y	FSO-FSA	Mobile numbers Victoria	AEST	Australia/Sydney
62	IDN	*		+7	N		Indonesia	WIB	Asia/Jakarta
63	PHL	*		+8	N		Philippines	PHT	Asia/Manila
64	NZL	*		+12	Y	FSO-TSM	New Zealand	NZST	Pacific/Auckland
65	SGP	*		+8	N		Singapore	SGT	Asia/Singapore
66	THA	*		+7	N		Thailand	ICT	Asia/Bangkok
81	JPN	*		+9	N		Japan	JST	Asia/Tokyo
82	KOR	*		+9	N		Korea  South	KST	Asia/Seoul
84	VNM	*		+7	N		Vietnam	ICT	Asia/Ho_Chi_Minh
86	CHN	*		+8	N		China	CST	Asia/Shanghai
90	TUR	*		+3	N		Turkey	TRT	Europe/Istanbul
91	IND	*		+5.5	N		India	IST	Asia/Kolkata
92	PAK	*		+5	N		Pakistan	PKT	Asia/Karachi
93	AFG	*		+4.5	N		Afghanistan	AFT	Asia/Kabul
94	LKA	*		+5.5	N		Sri Lanka	IST	Asia/Colombo
95	MMR	*		+6.5	N		Myanmar Burma	MMT	Asia/Yangon
98	IRN	*		+3.5	N		Iran	IRST	Asia/Tehran
211	SSD	*		+3	N		South Sudan	EAT	Africa/Juba
212	MAR	*		0	N		Morocco	WET	Africa/Casablanca
213	DZA	*		+1	N		Algeria	CET	Africa/Algiers
216	TUN	*		+1	N		Tunisia	CET	Africa/Tunis
218	LBY	*		+1	N		Libya	CET	Africa/Tripoli
220	GMB	*		0	N		Gambia	GMT	Africa/Banjul
221	SEN	*		0	N		Senegal	GMT	Africa/Dakar
222	MRT	*		0	N		Mauritania	GMT	Africa/Nouakchott
223	MLI	*		0	N		Mali	GMT	Europe/Malta
224	GIN	*		0	N		Guinea	GMT	Africa/Conakry
225	CIV	*		0	N		Cote d Ivorie Ivory Coast	GMT	Africa/Abidjan
226	BFA	*		0	N		Bukina Faso	GMT	Africa/Ouagadougou
227	NER	*		+1	N		Niger Republic	WAT	Africa/Niamey
228	TGO	*		0	N		Togo	GMT	Africa/Lome
229	BEN	*		+1	N		Benin	WAT	Africa/Porto-Novo
230	MUS	*		+4	N		Mauritius	MUT	Indian/Mauritius
231	LBR	*		0	N		Liberia	GMT	Africa/Monrovia
232	SLE	*		0	N		Sierra Leone	GMT	Africa/Freetown
233	GHA	*		0	N		Ghana	GMT	Africa/Accra
234	NGA	*		+1	N		Nigeria	WAT	Africa/Lagos
235	TCD	*		+1	N		Chad	WAT	Africa/Ndjamena
236	CAF	*		+1	N		Central African Republic	WAT	Africa/Bangui
237	CMR	*		+1	N		Cameroon	WAT	Africa/Douala
238	CPV	*		-1	N		Cape Verde Islands	CVT	Atlantic/Cape_Verde
239	STP	*		0	N		Sao Tome and Principe	GMT	Africa/Sao_Tome
240	GNQ	*		+1	N		Equatorial Guinea	WAT	Africa/Malabo
241	GAB	*		+1	N		Gabon	WAT	Africa/Libreville
242	COG	*		+1	N		Congo	WAT	Africa/Brazzaville
243	COD	*		+1	N		Zaire Congo	WAT	Africa/Kinshasa
244	AGO	*		+1	N		Angola	WAT	Africa/Luanda
245	GNB	*		0	N		Guinea - Bissau	GMT	Africa/Bissau
246	IOT	*		+6	N		British Indian Ocean Territory	BST	Indian/Chagos
247	ASC	*		0	N		Ascension Island	GMT	Atlantic/St_Helena
248	SYC	*		+4	N		Seychelles	SCT	Indian/Mahe
249	SDN	*		+3	N		Sudan	EAT	Africa/Khartoum
250	RWA	*		+2	N		Rwanda	CAT	Africa/Kigali
251	ETH	*		+3	N		Ethiopia	EAT	Africa/Addis_Ababa
252	SOM	*		+3	N		Somalia	EAT	Africa/Mogadishu
253	DJI	*		+3	N		Djibouti	EAT	Africa/Djibouti
254	KEN	*		+3	N		Kenya	EAT	Africa/Nairobi
255	TZA	*		+3	N		Tanzania	EAT	Africa/Dar_es_Salaam
256	UGA	*		+3	N		Uganda	EAT	Africa/Kampala
257	BDI	*		+2	N		Burundi	CAT	Africa/Bujumbura
258	MOZ	*		+2	N		Mozambique	CAT	Africa/Maputo
260	ZMB	*		+2	N		Zambia	CAT	Africa/Lusaka
261	MDG	*		+3	N		Madagascar	EAT	Indian/Antananarivo
262	MYT	*		+3	N		Reunion and Mayotte	EAT	Indian/Mayotte
263	ZWE	*		+2	N		Zimbabwe	CAT	Africa/Harare
264	NAM	*		+2	N		Namibia	CAT	Africa/Windhoek
265	MWI	*		+2	N		Malawi	CAT	Africa/Blantyre
266	LSO	*		+2	N		Lesotho	CAT	Africa/Maseru
267	BWA	*		+2	N		Botswana	CAT	Africa/Gaborone
268	SWZ	*		+2	N		Swaziland	CAT	Africa/Mbabane
269	COM	*		+3	N		Comoros	EAT	Indian/Comoro
290	SHN	*		0	N		St Helena	GMT	Atlantic/St_Helena
291	ERI	*		+3	N		Eritrea	EAT	Africa/Asmara
297	ABW	*		-4	N		Aruba	AST	America/Aruba
298	FRO	*		0	N		Faroe Islands	GMT	Atlantic/Faroe
299	GRL	*		-1	Y	LSM-LSO	Greenland	EGT	America/Thule
349	ESP	*		+1	Y	LSM-LSO	Spain	CET	Europe/Madrid
350	GIB	*		+1	Y	LSM-LSO	Gibraltar	CET	Europe/Gibraltar
351	PRT	*		0	Y	LSM-LSO	Portugal	WET	Europe/Lisbon
352	LUX	*		+1	Y	LSM-LSO	Luxembourg	CET	Europe/Luxembourg
353	IRL	*		0	Y	LSM-LSO	Ireland	IST	Europe/Dublin
354	ISL	*		0	N		Iceland	GMT	Atlantic/Reykjavik
355	ALB	*		+1	Y	LSM-LSO	Albania	CET	Europe/Tirane
356	MLT	*		+1	Y	LSM-LSO	Malta	CET	Europe/Malta
357	CYP	*		+2	Y	LSM-LSO	Cyprus	EET	Asia/Nicosia
358	FIN	*		+2	Y	LSM-LSO	Finland	EET	Europe/Helsinki
359	BGR	*		+2	Y	LSM-LSO	Bulgaria	EET	Europe/Sofia
370	LTU	*		+2	Y	LSM-LSO	Lithuania	EET	Europe/Vilnius
371	LVA	*		+2	Y	LSM-LSO	Latvia	EET	Europe/Riga
372	EST	*		+2	Y	LSM-LSO	Estonia	EET	Europe/Tallinn
373	MDA	*		+2	Y	LSM-LSO	Moldovia	EET	Europe/Chisinau
374	ARM	*		+4	Y	LSM-LSO	Armenia	AMT	Asia/Yerevan
375	BLR	*		+2	Y	LSM-LSO	Belarus	EET	Europe/Minsk
376	AND	*		+1	Y	LSM-LSO	Andorra	CET	Europe/Andorra
377	MCO	*		+1	Y	LSM-LSO	Monaco	CET	Europe/Monaco
378	SMR	*		+1	Y	LSM-LSO	San Marino	CET	Europe/San_Marino
379	VAT	*		+1	Y	LSM-LSO	Vatican City State	CET	Europe/Vatican
380	UKR	*		+2	Y	LSM-LSO	Ukraine	EET	Europe/Kiev
381	SRB	*		+1	Y	LSM-LSO	Serbia	CET	Europe/Belgrade
382	MNE	*		+1	Y	LSM-LSO	Montenegro	CET	Europe/Podgorica
383	XKX	*		+1	Y	LSM-LSO	Kosovo	CET	Europe/Belgrade
385	HRV	*		+1	Y	LSM-LSO	Croatia	CET	Europe/Zagreb
386	SVN	*		+1	Y	LSM-LSO	Slovenia	CET	Europe/Ljubljana
387	BIH	*		+1	Y	LSM-LSO	Bosnia Hercegovina	CET	Europe/Sarajevo
389	MKD	*		+1	Y	LSM-LSO	Macedonia	CET	Europe/Skopje
420	CZE	*		+1	Y	LSM-LSO	Czech Republic	CET	Europe/Prague
421	SVK	*		+1	Y	LSM-LSO	Slovakia	CET	Europe/Bratislava
423	LIE	*		+1	Y	LSM-LSO	Lichtenstein	CET	Europe/Vaduz
500	FLK	*		-4	Y	FSS-TSA	Falkland Islands	FKT	Atlantic/Stanley
501	BLZ	*		-6	N		Belize	CST	America/Belize
502	GTM	*		-6	N		Guatemala	CST	America/Guatemala
503	SLV	*		-6	N		El Salvador	CST	America/El_Salvador
504	HND	*		-6	N		Honduras	CST	America/Tegucigalpa
505	NIC	*		-6	N		Nicaragua	CST	America/Managua
506	CRI	*		-6	N		Costa Rica	CST	America/Costa_Rica
507	PAN	*		-5	N		Panama	EST	America/Panama
508	SPM	*		-3	Y	SSM-FSN	Saint Pierre and Miquelon	PMST	America/Miquelon
509	HTI	*		-5	Y	SSM-FSN	Haiti	EST	America/Port-au-Prince
590	GLP	*		-4	N		Guadeloupe	AST	America/Guadeloupe
591	BOL	*		-4	N		Bolivia	BOT	America/La_Paz
592	GUY	*		-4	N		Guyana	AST	America/Guyana
593	ECU	*		-5	N		Ecuador	ECT	America/Guayaquil
594	GUF	*		-3	N		French Guiana	GFT	America/Cayenne
595	PRY	*		-4	Y	SSO-SSM	Paraguay	PYT	America/Asuncion
596	MTQ	*		-4	N		Martinique	AST	America/Martinique
597	SUR	*		-3	N		Suriname	SRT	America/Paramaribo
598	URY	*		-3	Y	FSO-SSM	Uruguay	UYT	America/Montevideo
599	CUW	*		-4	N		Netherlands Antilles	AST	America/Curacao
649	PCN	*		-8	N		Pitcain Island	PST	Pacific/Pitcairn
670	TLS	*		+9	N		Timor-Leste	TLT	Asia/Dili
671	GUM	*		+10	N		Guam	GST	Pacific/Guam
672	ATA	*		+8	N		Antarctic Aus Territory	CAST	Antarctica/Davis
672	CCK	*		+6.5	N		Cocos Island	CCT	Indian/Cocos
672	CXR	*		+7	N		Christmas Island	CXT	Indian/Christmas
673	BRN	*		+8	N		Brunei Darussalam	BNT	Asia/Brunei
674	NRU	*		-12	N		Nauru	NRT	Pacific/Nauru
675	PNG	*		+10	N		Papua New Guinea	PGT	Pacific/Port_Moresby
676	TON	*		+13	N		Tonga	TST	Pacific/Tongatapu
677	SLB	*		-11	N		Solomon Islands	SBT	Pacific/Guadalcanal
678	VUT	*		-11	N		Vanuatu	VUT	Pacific/Efate
679	FJI	*		+12	N		Fiji	FJT	Pacific/Fiji
680	PLW	*		+9	N		Palau	PWT	Pacific/Palau
681	WLF	*		+12	N		Wallis and Futuna	WFT	Pacific/Wallis
682	COK	*		+10.5	N		Cook Islands	CKT	Pacific/Rarotonga
683	NIU	*		-11	N		Niue Island	NUT	Pacific/Niue
684	ASM	*		-11	N		Samoa USA	SST	Pacific/Pago_Pago
685	WSM	*		-11	N		Samoa Western	WST	Pacific/Apia
686	KIR	*		+12	N		Kiribati	GILT	Pacific/Kiritimati
687	NCL	*		+11	N		New Caledonia	NCT	Pacific/Noumea
688	TUV	*		-12	N		Tuvalu	TVT	Pacific/Funafuti
689	PYF	*		+9	N		French Polynesia	GAMT	Pacific/Tahiti
690	TKL	*		-10	N		Tokelau	TKT	Pacific/Fakaofo
691	FSM	*		+11	N		Micronesia	PONT	Pacific/Pohnpei
692	MHL	*		+12	N		Marshall Islands	MHT	Pacific/Majuro
850	PRK	*		+9	N		Korea North	KST	Asia/Pyongyang
852	HKG	*		+8	N		Hong Kong	HKT	Asia/Hong_Kong
853	MAC	*		+8	N		Macao	CST	Asia/Macau
855	KHM	*		+7	N		Cambodia	ICT	Asia/Phnom_Penh
856	LAO	*		+7	N		Laos	ICT	Asia/Vientiane
870	PCN	*		-8	N		Pitcain Island	PST	Pacific/Pitcairn
880	BGD	*		+6	N		Bangladesh	BST	Asia/Dhaka
886	TWN	*		+8	N		Taiwan	CST	Asia/Taipei
960	MDV	*		+5	N		Maldives	MVT	Indian/Maldives
961	LBN	*		+2	Y	LSM-LSO	Lebanon	EET	Asia/Beirut
962	JOR	*		+2	Y	LSM-LSO	Jordan	EET	Asia/Amman
963	SYR	*		+2	Y	LSM-LSO	Syria	EET	Asia/Damascus
964	IRQ	*		+3	Y	FDA-FDO	Iraq	AST	Asia/Baghdad
965	KWT	*		+3	N		Kuwait	AST	Asia/Kuwait
966	SAU	*		+3	N		Saudi Arabia	AST	Asia/Riyadh
967	YEM	*		+3	N		Yemen	AST	Asia/Aden
968	OMN	*		+4	N		Oman	GST	Asia/Muscat
970	PSE	*		+2	Y	LFM-TSS	Palestine	IST	Asia/Jerusalem
971	ARE	*		+4	N		United Arab Emirates	GST	Asia/Dubai
972	ISR	*		+2	Y	LFM-TSS	Israel	IST	Asia/Jerusalem
973	BHR	*		+3	N		Bahrain	AST	Asia/Bahrain
974	QAT	*		+3	N		Qatar	AST	Asia/Qatar
975	BTN	*		+6	N		Bhutan	BTT	Asia/Thimphu
976	MNG	*		+8	N		Mongolia	ULAT	Asia/Ulaanbaatar
977	NPL	*		+5.75	N		Nepal	NPT	Asia/Kathmandu
992	TJK	*		+5	N		Tajikistan	TJT	Asia/Dushanbe
993	TKM	*		+5	N		Turkmenistan	TMT	Asia/Ashgabat
994	AZE	*		+1	Y	LSM-LSO	Azerbaijan	AZT	Asia/Baku
995	GEO	*		+4	N		Georgia	GET	Asia/Tbilisi
996	KGZ	*		+5	N		Kyrgyz Republic	UZT	Asia/Bishkek
998	UZB	*		+5	N		Uzbekistan	UZT	Asia/Tashkent
